kHz ,Time(UTC),Days,ITU, Station ,Lng,Target, Remarks ,P,Start,Stop, Input     , Type ,Tone Out,Tone In, Alpha Tag , Mode , Tag ,County,City,Agency,Notes,Source,EchoLink(E),IRLP(I),WideArea(x),ARES(s)
155.940,,,,KLI289 ,,,Police Secondary Yellow ,,,,,BM,162.2 PL,,ScottsVlyPD2,FM ,Law Tac ,Santa Cruz,Scotts Valley,,,RadioReference,,,,
156.030,,,,KBV97 ,,,Tac Orange ,,,,,M,162.2 PL,,SCCSO Orange,FM ,Law Talk ,Santa Cruz,,Sheriff,,RadioReference,,,,
156.425,,,,WQA899 ,,,Santa Cruz Yacht Club ,,,,,BM,,,SCZ Yacht,FM ,Business ,Santa Cruz,,,,RadioReference,,,,
157.620,,,,WNKD229 ,,,Yellow Cab Co - Mobile ,,,,,M,,,Yellow Cab M,FM ,Transportation ,Santa Cruz,,,,RadioReference,,,,
161.640,,,,KLG271 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161.670,,,,KLG271 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161.700,,,,KLG272 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161.730,,,,KLG272 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
161.760,,,,KLG272 ,,,KSCO-1080 AM Remote Broadcast ,,,,,B,CSQ,,KSCO-AM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
162.400,,,,NOAA1,,,,,,,,,,,NOAA1,FMN,NOAA,,,,,,,,,
162.425,,,,NOAA2,,,,,,,,,,,NOAA2,FMN,NOAA,,,,,,,,,
162.450,,,,NOAA3,,,,,,,,,,,NOAA3,FMN,NOAA,,,,,,,,,
162.475,,,,NOAA4,,,,,,,,,,,NOAA4,FMN,NOAA,,,,,,,,,
162.500,,,,NOAA5,,,,,,,,,,,NOAA5,FMN,NOAA,,,,,,,,,
162.525,,,,NOAA6,,,,,,,,,,,NOAA6,FMN,NOAA,,,,,,,,,
162.550,,,,NOAA7,,,,,,,,,,,NOAA7,FMN,NOAA,,,,,,,,,
166.250,,,,,,,88.9 KUSP-FM Remote Broadcast ,,,,,B,CSQ,,KUSP-FM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
170.150,,,,,,,88.9 KUSP-FM Remote Broadcast ,,,,,B,CSQ,,KUSP-FM IFP,FM ,Media ,Santa Cruz,,Media,,RadioReference,,,,
223.780,,,,K6GOD,,,Coordinated,,,,222.180,,,110.9,K6GOD,FMN,Ham,,Fremont,,o110.9elx,narcc.org,,,y,
223.800,,,,WA6YBD,,,Not Coordinated,,,,222.200,,,107.2,WA6YBD,FMN,Ham,,Morgan Hill,,#o107.2el,narcc.org,,,,
223.820,,,,KB6LCS,,,Coordinated,,,,222.220,,,156.7,KB6LCS,FMN,Ham,,Los Gatos,,o156.7el,narcc.org,,,,
223.860,,,,K6GOD,,,Coordinated,,,,222.260,,,107.2,K6GOD,FMN,Ham,,Palo Alto,,o107.2ex,narcc.org,,,y,
223.880,,,,K6FB,,,Coordinated,,,,222.280,,,100.0,LCARC,FMN,Ham,,Los Gatos,,o100.0ersx,narcc.org,,,y,y
223.920,,,,KU6V,,,Coordinated,,,,222.320,,,100.0,KU6V,FMN,Ham,,San Martin,,o100.0el,narcc.org,,I:3620,,
223.940,,,,KQ6RC,,,Coordinated,,,,222.340,,,,KQ6RC,FMN,Ham,,Santa Clara,,celx,narcc.org,E:59357,,y,
223.960,,,,W6PIY,,,Coordinated,,,,222.360,,,156.7,WVARA,FMN,Ham,,San Jose,,o156.7aels,narcc.org,,,,y
224.020,,,,K6UB,,,Coordinated,,,,222.420,,,88.5,K6UB,FMN,Ham,,San Jose,,o88.5elx,narcc.org,,,y,
224.040,,,,KU6V,,,Coordinated,,,,222.440,,,100.0,KU6V,FMN,Ham,,San Jose,,o100.0elx,narcc.org, E:114065,I:3620,y,
224.060,,,,N6NAC,,,Coordinated,,,,222.460,,,110.9,N6NAC,FMN,Ham,,Bonny Doon,,o110.9el,narcc.org,,,,
224.080,,,,K6RPT,,,Not Coordinated,,,,222.480,,,107.2,K6RPT,FMN,Ham,,San Jose,,#o107.2l,narcc.org,,,,
224.100,,,,WA2IBM,,,Not Coordinated,,,,222.500,,,156.7,IBM ARC,FMN,Ham,,San Jose,,#o156.7ae,narcc.org,,,,
224.140,,,,W6ASH,,,Coordinated,,,,222.540,,,100.0,SPECS RA,FMN,Ham,,Mountain View,,o100.0aelrs,narcc.org,,,,y
224.240,,,,N6SPD,,,Coordinated,,,,222.640,,,123.0,N6SPD RG,FMN,Ham,,Monterey,,o123.0aelrsx,narcc.org,E:202044,I:3234,y,y
224.260,,,,WB6OQS,,,Coordinated,,,,222.660,,,123.0,SCVRS,FMN,Ham,,San Jose,,o123.0alx,narcc.org,,,y,
224.280,,,,WA6GFY,,,Coordinated,,,,222.680,,,100.0,LMERA ARC,FMN,Ham,,San Jose,,o100.0ex,narcc.org,,,y,
224.320,,,,N6LEX,,,Coordinated,,,,222.720,,,146.2,CCARN,FMN,Ham,,Salinas,,o146.2el,narcc.org,E:143007,,,
224.340,,,,NV6RN,,,Coordinated,,,,222.740,,,88.5,VARN,FMN,Ham,,San Jose,,o88.5el,narcc.org,E:308926,,,
224.360,,,,NV6RN,,,Not Coordinated,,,,222.760,,,156.7,BKRN,FMN,Ham,,San Jose,,#o156.7,narcc.org,,,,
224.380,,,,KB6MET,,,Not Coordinated,,,,222.780,,,,KB6MET,FMN,Ham,,Watsonville,,#c,narcc.org,,,,
224.460,,,,K6BEN,,,Coordinated,,,,222.860,,,,W2NYC,FMN,Ham,,Saratoga,,caelrx,narcc.org,,,y,
224.480,,,,K6INC,,,Coordinated,,,,222.880,,,,AD1U,FMN,Ham,,Los Gatos,,cex,narcc.org,,,y,
224.540,,,,KC6WRD,,,Coordinated,,,,222.940,,,,Friends Co,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
224.580,,,,WB6NYS,,,Not Coordinated,,,,222.980,,,151.4,WB6NYS,FMN,Ham,,SanLuisObispo,,#o151.4elx,narcc.org,,,y,
224.580,,,,K6RPT,,,Not Coordinated,,,,222.980,,,107.2,K6RPT,FMN,Ham,,Los Gatos,,#o107.2el,narcc.org,,,,
224.600,,,,KB6ABM,,,Coordinated,,,,223.000,,,156.7,CONDOR,FMN,Ham,,San Jose,,o156.7elx,narcc.org,,,y,
224.620,,,,KA2FND,,,Coordinated,,,,223.020,,,110.9,KA2FND,FMN,Ham,,San Jose,,o110.9elrsx,narcc.org,,,y,y
224.640,,,,N6NAC,,,Coordinated,,,,223.040,,,110.9,N6NAC,FMN,Ham,,San Jose,,o110.9elx,narcc.org,,,y,
224.660,,,,NV6RN,,,Coordinated,,,,223.060,,,,VARN,FMN,Ham,,San Jose,,celsx,narcc.org,,,y,
224.680,,,,WB6JWB,,,Not Coordinated,,,,223.080,,,94.8,WB6JWB,FMN,Ham,,SanLuisObispo,,#o94.8,narcc.org,,,,
224.680,,,,WB6KHP,,,Coordinated,,,,223.080,,,107.2,CFMA,FMN,Ham,,San Jose,,o107.2,narcc.org,,,,
224.720,,,,W6MLP,,,Coordinated,,,,223.120,,,100.0,MARES,FMN,Ham,,Milpitas,,o100.0ers,narcc.org,,,,y
224.740,,,,WB6NYS,,,Not Coordinated,,,,223.140,,,131.8,ShandonRG,FMN,Ham,,Shandon,,#o131.8,narcc.org,,,,
224.800,,,,NU6P,,,Coordinated,,,,223.200,,,118.8,NU6P,FMN,Ham,,Los Gatos,,o118.8aex,narcc.org,,,y,
224.840,,,,KB6MET,,,Not Coordinated,,,,223.240,,,156.7,KB6MET,FMN,Ham,,Watsonville,,#o156.7,narcc.org,,,,
224.860,,,,WC6MRA,,,Coordinated,,,,223.260,,,,CMRA,FMN,Ham,,SanLuisObispo,,cex,narcc.org,,,y,
224.860,,,,KB6HDA,,,Not Coordinated,,,,223.260,,,100.0,KB6HDA,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
224.880,,,,N6DVC,,,Coordinated,,,,223.280,,,88.5,K6UB,FMN,Ham,,Los Gatos,,o88.5e,narcc.org,,,,
224.920,,,,N6HYM,,,Not Coordinated,,,,223.320,,,,TCARS,FMN,Ham,,SanLuisObispo,,#celx,narcc.org,,,y,
224.940,,,,WA6YCZ,,,Coordinated,,,,223.340,,,,BAYCOM,FMN,Ham,,San Jose,,oex,narcc.org,,,y,
224.980,,,,NT6S,,,Coordinated,,,,223.380,,,110.9,NT6S,FMN,Ham,,San Jose,,o110.9l,narcc.org,,,,
250.650,,,,,,,Beaver Control Discrete,,,,,,,,,,,,,SFO,,liveatc.net,,,,
282.050,,,,,,,Beaver Control W-283/W-285,,,,,,,,,,,,,SFO,,liveatc.net,,,,
290.150,,,,,,,Beaver Control W-260,,,,,,,,,,,,,SFO,,liveatc.net,,,,
307.125,,,,,,,Approach/Departure ,,,,,,,,WVI App/Dep,AM ,Aircraft ,Santa Cruz,,Air,,RadioReference,,,,
328.450,,,,,,,Beaver Control W-283/W-285,,,,,,,,,,,,,SFO,,liveatc.net,,,,
353.450,,,,,,,Beaver Control W-260,,,,,,,,,,,,,SFO,,liveatc.net,,,,
355.600,,,,,,,Oakland Center (Sector 35),,,,,,,,,,,,,SFO,,liveatc.net,,,,
362.550,,,,,,,Beaver Control Discrete,,,,,,,,,,,,,SFO,,liveatc.net,,,,
362.950,,,,,,,Beaver Control Discrete,,,,,,,,,,,,,SFO,,liveatc.net,,,,
440.100,,,,W6SMQ,,,Coordinated,,,,445.100,,,127.3,W6SMQ,FMN,Ham,,San Jose,,o127.3elrsx,narcc.org,,,y,y
440.125,,,,W6AMT,,,Not Coordinated,,,,445.125,,,114.8,AMT ARC,FMN,Ham,,Cupertino,,#o114.8l,narcc.org,,,,
440.150,,,,W6TDM,,,Coordinated,,,,445.150,,,100.0,Cupertino,FMN,Ham,,Cupertino,,o100.0ers,narcc.org,,,,y
440.200,,,,N6BDE,,,Coordinated,,,,445.200,,,123.0,N6BDE,FMN,Ham,,Palo Alto,,o123.0ers,narcc.org,,,,y
440.225,,,,K6LLC,,,Coordinated,,,,445.225,,,123.0,LAPU-LAPU,FMN,Ham,,San Jose,,o123.0e,narcc.org,,,,
440.275,,,,W6YOP,,,Coordinated,,,,445.275,,,127.3,YOP HLLS,FMN,Ham,,San Jose,,o127.3elrx,narcc.org,,,y,
440.375,,,,N6TNR,,,Coordinated,,,,445.375,,,,ERG,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
440.450,,,,KG6NRI,,,Not Coordinated,,,,445.450,,,110.9,KG6NRI,FMN,Ham,,Monterey,,#o110.9ael,narcc.org,,,,
440.525,,,,N6LEX,,,Not Coordinated,,,,445.525,,,146.2,CCARN,FMN,Ham,,Soledad,,#o146.2el,narcc.org,E:243317,,,
440.550,,,,AB6VS,,,Pending,,,,445.550,,,94.8,LPARC,FMN,Ham,,Santa Cruz,,#o94.8els,narcc.org,,,,y
440.575,,,,KA6ZRJ,,,Not Coordinated,,,,445.575,,,114.8,KA6ZRJ,FMN,Ham,,Morgan Hill,,#o114.8,narcc.org,,,,
440.650,,,,WA6JZN,,,Not Coordinated,,,,445.650,,,94.8,WA6JZN,FMN,Ham,,Los Gatos,,#o94.8ex,narcc.org,,,y,
440.700,,,,W6RTF,,,Coordinated,,,,445.700,,,100.0,w6rtf,FMN,Ham,,Salinas,,o100.0l,narcc.org,,,,
440.800,,,,W6ASH,,,Coordinated,,,,445.800,,,100.0,SPECS RA,FMN,Ham,,Mountain View,,o100.0aelrs,narcc.org,,,,y
440.850,,,,W6JWS,,,Coordinated,,,,445.850,,,94.8,W6JWS,FMN,Ham,,Santa Cruz,,o94.8aersx,narcc.org,,,y,y
440.875,,,,KH6N,,,Coordinated,,,,445.875,,,100.0,KH6N,FMN,Ham,,Los Altos,,o100.0rs,narcc.org,E:96932,,,y
440.925,,,,K6BJ,,,Coordinated,,,,445.925,,,123.0,SCCARC,FMN,Ham,,Santa Cruz,,o123.0ers,narcc.org,,,,y
441.025,,,,K9GVF,,,Coordinated,,,,446.025,,,156.7,K9GVF,FMN,Ham,,Campbell,,o156.7ers,narcc.org,,,,y
441.050,,,,K6NN,,,Coordinated,,,,446.050,,,100.0,T&BC,FMN,Ham,,Los Gatos,,o100.0ex,narcc.org,,,y,
441.050,,,,N6UUI,,,Not Coordinated,,,,446.050,,,123.0,TEL PNRS,FMN,Ham,,Los Gatos,,#o123.0ex,narcc.org,,,y,
441.075,,,,WB6JWB,,,Not Coordinated,,,,446.075,,,94.8,WB6JWB,FMN,Ham,,SanLuisObispo,,#o94.8,narcc.org,,,,
441.100,,,,K6GOD,,,Coordinated,,,,446.100,,,114.8,K6GOD,FMN,Ham,,Palo Alto,,o114.8elrsx,narcc.org,,,y,y
441.125,,,,KC6UDC,,,Not Coordinated,,,,446.125,,,123.0,KC6UDC,FMN,Ham,,Prunedale,,#o123.0,narcc.org,,,,
441.150,,,,KC6BJO,,,Coordinated,,,,446.150,,,100.0,KAISER HP,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
441.175,,,,KF6FWO,,,Coordinated,,,,446.175,,,103.5,MARA,FMN,Ham,,San Jose,,o103.5aer,narcc.org,,,,
441.250,,,,WB6WTM,,,Coordinated,,,,446.250,,,,WB6WTM,FMN,Ham,,Los Altos,,cel,narcc.org,,,,
441.275,,,,K6BEN,,,Coordinated,,,,446.275,,,,W2NYC,FMN,Ham,,San Jose,,celrx,narcc.org,,,y,
441.300,,,,WB6ECE,,,Not Coordinated,,,,446.300,,,100.0,WB6ECE RG,FMN,Ham,,Bonny Doon,,#o100.0elx,narcc.org,,,y,
441.300,,,,WB6ECE,,,Not Coordinated,,,,446.300,,,156.7,WB6ECE RG,FMN,Ham,,Bonny Doon,,#o156.7a,narcc.org,,,,
441.300,,,,WB6ECE,,,Not Coordinated,,,,446.300,,,136.5,WB6ECE RG,FMN,Ham,,Monterey,,#o136.5ex,narcc.org,,,y,
441.300,,,,WB6ECE,,,Not Coordinated,,,,446.300,,,100.0,WB6ECE RG,FMN,Ham,,Boulder Creek,,#o100.0elx,narcc.org,,,y,
441.300,,,,WB6ECE,,,Not Coordinated,,,,446.300,,,100.0,WB6ECE RG,FMN,Ham,,Milpitas,,#o100.0ex,narcc.org,,,y,
441.300,,,,WB6ECE,,,Not Coordinated,,,,446.300,,,100.0,WB6ECE RG,FMN,Ham,,San Jose,,#o100.0elx,narcc.org,,,y,
441.325,,,,WE6R,,,Coordinated,,,,446.325,,,,WE6R,FMN,Ham,,Monterey,,celrs,narcc.org,,,,y
441.350,,,,W6PIY,,,Coordinated,,,,446.350,,,88.5,WVARA,FMN,Ham,,San Jose,,o88.5aels,narcc.org,,,,y
441.450,,,,K6JE,,,Coordinated,,,,446.450,,,123.0,FPRA,FMN,Ham,,Salinas,,o123.0ersx,narcc.org,,,y,y
441.550,,,,W6VB,,,Coordinated,,,,446.550,,,,W6VB,FMN,Ham,,Cupertino,,caels,narcc.org,,,,y
441.575,,,,K6IRC,,,Not Coordinated,,,,446.575,,,,ARN,FMN,Ham,,Palo Alto,,#celx,narcc.org,,,y,
441.600,,,,N6HU,,,Coordinated,,,,446.600,,,,KQ6RC,FMN,Ham,,Soledad,,cel,narcc.org,,,,
441.625,,,,W6RCA,,,Not Coordinated,,,,446.625,,,100.0,W6CBS,FMN,Ham,,Los Gatos,,#o100.0,narcc.org,,,,
441.650,,,,N6SPD,,,Coordinated,,,,446.650,,,94.8,N6SPD RG,FMN,Ham,,King City,,o94.8elrsx,narcc.org,,I:3796,y,y
441.650,,,,N6SPD,,,Coordinated,,,,446.650,,,123.0,N6SPD RG,FMN,Ham,,Monterey,,o123.0aelrsx,narcc.org,E:202044,I:3234,y,y
441.675,,,,K6BJ,,,Coordinated,,,,446.675,,,,SCCARC,FMN,Ham,,Santa Cruz,,oers,narcc.org,,,,y
441.700,,,,K6UB,,,Coordinated,,,,446.700,,,127.3,K6UB,FMN,Ham,,Los Gatos,,o127.3el,narcc.org,,,,
441.725,,,,WA6QDP,,,Coordinated,,,,446.725,,,,WA6QDP,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
441.775,,,,W6NSA,,,Not Coordinated,,,,446.775,,,100.0,CCARC,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
441.825,,,,K6INC,,,Coordinated,,,,446.825,,,,SCAN INT'L,FMN,Ham,,Coalinga,,cx,narcc.org,,,y,
441.825,,,,AD1U,,,Coordinated,,,,446.825,,,,AD1U,FMN,Ham,,San Jose,,cl,narcc.org,,,,
441.850,,,,K6OTR,,,Not Coordinated,,,,446.850,,,114.8,SCAR,FMN,Ham,,Palo Alto,,#o114.8x,narcc.org,,,y,
441.900,,,,W6MOW,,,Coordinated,,,,446.900,,,110.9,W6MOW,FMN,Ham,,Hollister,,o110.9el,narcc.org,,,,
441.925,,,,WA6HHQ,,,Coordinated,,,,446.925,,,100.0,WA6HHQ,FMN,Ham,,Aptos,,o100.0,narcc.org,,,,
441.950,,,,N6MPX,,,Coordinated,,,,446.950,,,100.0,MSARC,FMN,Ham,,San Jose,,o100.0el,narcc.org,,,,
442.000,,,,WW6HP,,,Coordinated,,,,447.000,,,151.4,HPSVRC,FMN,Ham,,Palo Alto,,o151.4ex,narcc.org,,,y,
442.025,,,,N6ADU,,,Coordinated,,,,447.025,,,100.0,A UNTALAN,FMN,Ham,,Grover Beach,,o100.0,narcc.org,E:651303,,,
442.025,,,,N6LEX,,,Not Coordinated,,,,447.025,,,146.2,CCARN,FMN,Ham,,Salinas,,#o146.2el,narcc.org,E:1430037,,,
442.025,,,,K6SNC,,,Coordinated,,,,447.025,,,100.0,SCARS,FMN,Ham,,Santa Clara,,o100.0rs,narcc.org,,,,y
442.075,,,,K6LNK,,,Coordinated,,,,447.075,,,114.8,CARLA,FMN,Ham,,Greenfield,,o114.8el,narcc.org,E:360571,I:3994,,
442.125,,,,WR6BAT,,,Coordinated,,,,447.125,,,,K6LLK,FMN,Ham,,Cupertino,,caesx,narcc.org,,,y,
442.175,,,,K9GVF,,,Coordinated,,,,447.175,,,100.0,CalNet,FMN,Ham,,Campbell,,o100.0el,narcc.org,,,,
442.175,,,,N1UFD,,,Not Coordinated,,,,447.175,,,,CALNET,FMN,Ham,,San Jose,,#celx,narcc.org,,,y,
442.300,,,,W6BHZ,,,Coordinated,,,,447.300,,,127.3,CPARC,FMN,Ham,,SanLuisObispo,,o127.3elrs,narcc.org,,,,y
442.300,,,,K6INC,,,Coordinated,,,,447.300,,,114.8,SCAN INT'L,FMN,Ham,,Los Gatos,,o114.8elx,narcc.org,E:38384,,y,
442.350,,,,K6GOD,,,Coordinated,,,,447.350,,,,GOD,FMN,Ham,,Cupertino,,ce,narcc.org,,,,
442.350,,,,K6GOD,,,Coordinated,,,,447.350,,,100.0,GOD,FMN,Ham,,Milpitas,,o100.0e,narcc.org,,,,
442.350,,,,K6GOD,,,Coordinated,,,,447.350,,,123.0,K6GOD,FMN,Ham,,San Jose,,o123.0,narcc.org,,,,
442.375,,,,K6JDE,,,Coordinated,,,,447.375,,,114.8,K6JDE,FMN,Ham,,San Jose,,o114.8,narcc.org,,,,
442.425,,,,W6UU,,,Coordinated,,,,447.425,,,107.2,SCCARA,FMN,Ham,,San Jose,,o107.2er,narcc.org,,,,
442.500,,,,WB6ZVW,,,Coordinated,,,,447.500,,,100.0,CPRA,FMN,Ham,,San Jose,,o100.0ersx,narcc.org,,,y,y
442.575,,,,K6FB,,,Coordinated,,,,447.575,,,100.0,LCARC,FMN,Ham,,Palo Alto,,o100.0elrsx,narcc.org,,,y,y
442.600,,,,KG6UYZ,,,Coordinated,,,,447.600,,,110.9,KG6UYZ,FMN,Ham,,Salinas,,o110.9el,narcc.org,,,,
442.650,,,,WR6E,,,Coordinated,,,,447.650,,,141.3,AC6E,FMN,Ham,,Panoche,,o141.3e,narcc.org,,,,
442.650,,,,KQ6RC,,,Coordinated,,,,447.650,,,,KQ6RC,FMN,Ham,,Daly City,,cel,narcc.org,,,,
442.675,,,,W6HD,,,Coordinated,,,,447.675,,,110.9,RadioRanch,FMN,Ham,,Paso Robles,,o110.9ae,narcc.org,,,,
442.700,,,,WB6FMC,,,Not Coordinated,,,,447.700,,,127.3,WB6FMC,FMN,Ham,,SanLuisObispo,,#o127.3ersx,narcc.org,,,y,y
442.700,,,,N6MNV,,,Coordinated,,,,447.700,,,100.0,Rolm ARC,FMN,Ham,,San Jose,,o100.0e,narcc.org,,,,
442.775,,,,KG6NRI,,,Coordinated,,,,447.775,,,110.9,KG6NRI,FMN,Ham,,Prunedale,,o110.9l,narcc.org,,,,
442.775,,,,KU6V,,,Coordinated,,,,447.775,,,131.8,KU6V,FMN,Ham,,San Jose,,o131.8e,narcc.org,,,,
442.800,,,,K6OTR,,,Coordinated,,,,447.800,,,114.8,SCAR,FMN,Ham,,Palo Alto,,o114.8,narcc.org,,,,
442.825,,,,WR6COP,,,Coordinated,,,,447.825,,,,K6COP,FMN,Ham,,San Jose,,celx,narcc.org,,,,
442.875,,,,WB6FMC,,,Not Coordinated,,,,447.875,,,,WB6FMC,FMN,Ham,,SanLuisObispo,,#celrsx,narcc.org,,,y,y
442.875,,,,WA6YLV,,,Not Coordinated,,,,447.875,,,100.0,WA6YLV,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
442.900,,,,WR6ABD,,,Coordinated,,,,447.900,,,162.2,LPRC,FMN,Ham,,San Jose,,o162.2elx,narcc.org,,I:3421,y,
442.950,,,,K6YZS,,,Not Coordinated,,,,447.950,,,85.4,K6YZS,FMN,Ham,,San Jose,,#o85.4ex,narcc.org,,,y,
442.975,,,,K7DAA,,,Coordinated,,,,447.975,,,100.0,MHARS,FMN,Ham,,Morgan Hill,,o100.0elx,narcc.org,,,y,
443.000,,,,W6OOL,,,Coordinated,,,,448.000,,,,W6OOL,FMN,Ham,,Palo Alto,,caex,narcc.org,,,y,
443.025,,,,K6EXE,,,Coordinated,,,,448.025,,,,K6EXE,FMN,Ham,,Milpitas,,cers,narcc.org,,,,y
443.025,,,,WA6ABB,,,Coordinated,,,,448.025,,,,WA6ABB,FMN,Ham,,Los Gatos,,caex,narcc.org,,,y,
443.050,,,,K6RMW,,,Coordinated,,,,448.050,,,94.8,K6RMWK6GDI,FMN,Ham,,Watsonville,,o94.8ers,narcc.org,,,,y
443.075,,,,K6LNK,,,Coordinated,,,,448.075,,,123.0,CARLA,FMN,Ham,,San Jose,,o123.0e,narcc.org, E:360571,I:3994,,
443.125,,,,K6BEN,,,Coordinated,,,,448.125,,,,W2NYC,FMN,Ham,,Saratoga,,caelr,narcc.org,,,,
443.150,,,,K6SA,,,Coordinated,,,,448.150,,,100.0,SARA,FMN,Ham,,Cupertino,,o100.0lrs,narcc.org,E:85531,I:3671,,y
443.225,,,,WW6BAY,,,Coordinated,,,,448.225,,,100.0,Bay Net,FMN,Ham,,Palo Alto,,o100.0elx,narcc.org, E:314933,I:3802,y,
443.275,,,,K7AZ,,,Coordinated,,,,448.275,,,,K7AZ,FMN,Ham,,Lompoc,,cel,narcc.org,,,,
443.275,,,,K6SNY,,,Coordinated,,,,448.275,,,107.2,SARES-RG,FMN,Ham,,San Jose,,o107.2ersx,narcc.org,,,y,y
443.300,,,,KB5JR,,,Not Coordinated,,,,448.300,,,136.5,KB5JR,FMN,Ham,,San Jose,,#o136.5elx,narcc.org,,,y,
443.350,,,,KB6MET,,,Not Coordinated,,,,448.350,,,123.0,KB6MET,FMN,Ham,,Watsonville,,#o123.0,narcc.org,,,,
443.425,,,,NC6EO,,,Coordinated,,,,448.425,,,100.0,N. CA Assn,FMN,Ham,,Fremont,,o100.0lrx,narcc.org,,,y,
443.450,,,,K6MF,,,Coordinated,,,,448.450,,,,K6MF,FMN,Ham,,San Jose,,cel,narcc.org,,,,
443.475,,,,WB6PHE,,,Not Coordinated,,,,448.475,,,127.3,WB6PHE,FMN,Ham,,Santa Cruz,,#o127.3elrs,narcc.org,,,,y
443.475,,,,K6LNK,,,Coordinated,,,,448.475,,,123.0,CARLA,FMN,Ham,,San Jose,,o123.0elx,narcc.org,E:360571,I:3994,y,
443.500,,,,K6LNK,,,Coordinated,,,,448.500,,,100.0,CARLA,FMN,Ham,,SanLuis Obispo,,o100.0elx,narcc.org,E:360571,I:3994,y,
443.550,,,,WB6FRM,,,Coordinated,,,,448.550,,,,NCCRA,FMN,Ham,,San Jose,,celx,narcc.org,,,y,
443.575,,,,W6FM,,,Coordinated,,,,448.575,,,,W6FM,FMN,Ham,,SanLuisObispo,,cex,narcc.org,,,,
443.575,,,,KE6STH,,,Coordinated,,,,448.575,,,110.9,KE6STH,FMN,Ham,,San Jose,,o110.9al,narcc.org,E:95278,,,
443.600,,,,W6MOW,,,Coordinated,,,,448.600,,,110.9,W6MOW,FMN,Ham,,Salinas,,o110.9ex,narcc.org,,I:3853,y,
443.625,,,,K6MSR,,,Not Coordinated,,,,448.625,,,,MSR,FMN,Ham,,San Jose,,#caelx,narcc.org,,,y,
443.675,,,,WA6NMF,,,Coordinated,,,,448.675,,,136.5,WA6NMF,FMN,Ham,,Santa Cruz,,o136.5aes,narcc.org,,,,y
443.675,,,,K6MSR,,,Not Coordinated,,,,448.675,,,,MSR,FMN,Ham,,Los Altos,,#cael,narcc.org,,,,
443.700,,,,KA7DXP,,,Not Coordinated,,,,448.700,,,100.0,KA7DXP,FMN,Ham,,Nipomo,,#o100.0,narcc.org,,,,
443.750,,,,K9GVF,,,Coordinated,,,,448.750,,,100.0,K9GVF,FMN,Ham,,Los Gatos,,o100.0elrx,narcc.org,,,y,
443.775,,,,WA6GFY,,,Coordinated,,,,448.775,,,100.0,LMERA ARC,FMN,Ham,,San Jose,,o100.0ex,narcc.org,,,y,
443.800,,,,KG6UYZ,,,Coordinated,,,,448.800,,,110.9,KG6UYZ,FMN,Ham,,Carmel,,o110.9el,narcc.org,,,,
443.800,,,,N6HYM,,,Not Coordinated,,,,448.800,,,,N6HYM,FMN,Ham,,SanLuisObispo,,#cel,narcc.org,,,,
443.850,,,,W6BUG,,,Coordinated,,,,448.850,,,,Bay Users,FMN,Ham,,LosAltosHills,,cel,narcc.org, E:3580,I:3737,,
443.900,,,,N6SPD,,,Coordinated,,,,448.900,,,123.0,N6SPD RG,FMN,Ham,,Prunedale,,o123.0ers,narcc.org,,,,y
443.900,,,,K6RDC,,,Not Coordinated,,,,448.900,,,100.0,CCARC,FMN,Ham,,San Jose,,#o100.0,narcc.org,,,,
443.950,,,,K6INC,,,Coordinated,,,,448.950,,,,SCAN INT'L,FMN,Ham,,Los Gatos,,c,narcc.org,,,,
443.975,,,,W6SLO,,,Coordinated,,,,448.975,,,127.3,SLOECC,FMN,Ham,,Arroyo Grande,,o127.3elrs,narcc.org,,,,y
443.975,,,,WB6FRM,,,Coordinated,,,,448.975,,,,NCCRA,FMN,Ham,,King City,,clx,narcc.org,,,y,
444.000,,,,W6WLS,,,Coordinated,,,,449.000,,,94.8,W6WLS,FMN,Ham,,Scotts Valley,,o94.8l,narcc.org,,I:7228,,
444.000,,,,WA6INC,,,Coordinated,,,,449.000,,,,AD1U,FMN,Ham,,San Jose,,c,narcc.org,,,,
444.025,,,,K6JJC,,,Coordinated,,,,449.025,,,136.5,RMRG,FMN,Ham,,San Jose,,o136.5elx,narcc.org,,,y,
